"id","corporate","zone","circle","division","subdivision","section","col7_blank","tariff","col9_blank","debit","credit","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations_10_11","metered_installations","unmetered_installations","total_metered_13_14","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_17_18","ob_active","ob_inactive","ob_total_20_21","sl_kw_active","sl_kw_inactive","sl_kw_total_23_24","sl_hp_active","sl_hp_inactive","sl_hp_total_26_27","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption_29_32","bill_cancellation_consumption","net_consumption_33_34","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_pg_surcharge","ob_total_sum","texd_revenue","texd_misc_demand","texd_interest_rev_misc_arrears","texd_pg_surcharge","texd_total_sum","tcd_revenue","tcd_misc_demand","tcd_interest_rev_misc_arrears","tcd_interest_tax","tcd_tax","tcd_pg_surcharge","tcd_total_sum","dbadj_revenue","dbadj_misc","dbadj_tax","dbadj_pg_surcharge","dbadj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_pg_surcharge","bc_total_sum","net_demand_revenue","fixed_charges","energy_charges","fppca_charges","net_demand_tax","net_demand_pg_surcharge","col_revenue","col_interest_rev_misc","col_interest_tax","col_tax","col_pg_surcharge","col_total_sum","cradj_revenue","cradj_misc","cradj_tax","cradj_pg_surcharge","cradj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_rev","pc_interest_tax","pc_tax","pc_pg_surcharge","pc_total","net_collection","net_collection_pg_surcharge","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_pg_surcharge","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_collection_eff_with_adj","pct_collection_eff_without_adj","ratio_arrears_demand","demand_per_unit","collection_per_unit_with_adj","collection_per_unit_without_adj","consumption_per_installation","pct_recovery_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb","balance_transfer_amount"
"1063","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT3A",,"LT3A","LT3A",,,"0.4","4904","463","5367","5350","0","5350","104","2931","92","3023","0","0","0","125807.22","0","0","0","0","0","307103.18","0","13560793.6","0","13867900.65","31702.32","13836198.33","0","241193592.09","6184506.14","23675.16","15618743.42","2611804.66","258617302.3","0","0","0","0","0","108169615.78","12247636.11","1141566","16421.78","8114630.43","1117911.13","121168600.45","530056.31","0","48051.8","0","556558.74","474285.14","0","0","0","0","0","0","115566099.25","4128614.09","100625956.77","2995776.49","8114630.43","1117911.13","97208215.19","1025887.73","14759.27","7292327.31","1004627.75","103268867.93","271945.87","0","24650.22","0","285545.29","741621.95","0","0","0","0","0","0","0","0","0","0","103268867.93","1004627.75","0","259279534.15","6300188.27","25337.68","16441039.51","2725091.91","277386654.94","9.92","91.373207","59.767537","2.120718","97.785483","2.214489","27.266524","27.191338","0.730376","27.386","7.4672","7.4466","2827.8753","75.0665","0","0","0","0","0","0","0","0","0","0"
"1064","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT3B",,"LT3B","LT3B",,,"0.4","940","93","1033","1030","0","1030","35","596","12","608","0","0","0","29910.99","0","0","0","0","0","107654.03","0","2160311.61","0","2267961.77","19445.43","2248516.34","0","66998329","719697.63","10529.31","2722544.9","919634.27","70145057.13","0","0","0","0","0","17009715.19","756332.39","133088.62","2812.97","1058802.14","319073.76","18433665.53","168764.37","0","15299.42","0","177202.59","144567.85","0","0","0","0","0","0","17529069.94","872885.53","15324489.6","752301.42","1058802.14","319073.76","16669760.61","130426.77","2756.83","1037638.31","312697.71","17686703.29","100821.43","0","9140.36","0","105862.69","239191.9","0","0","0","0","0","0","0","0","0","0","17686703.29","312697.71","0","67756816.9","722355.61","10585.42","2743701.73","926010.33","70924282.7","9.92","90.997096","63.404255","3.723404","95.25344","4.74673","20.086727","19.967214","0.800692","39.0565","7.8452","7.7985","2412.7253","78.6139","0","0","0","0","0","0","0","0","0","0"
"1065","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT4A",,"LT4A","LT4A",,,"0.4","15517","1388","16905","332","8368","8700","347","1239","1633","2872","0","0","0","442431.93","0","0","0","0","0","35304709.19","0","1170548.43","0","36475257.62","14276.49","36460981.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13573592.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.92","91.789411","7.984791","2.236257","3.209157","96.790843","0","0","0","0","0","0","2350.6643","0","0","0","0","0","0","0","0","0","0","0"
"1066","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT4B",,"LT4B","LT4B",,,"0.4","437","31","468","432","17","449","0","286","4","290","0","0","0","5621.61","0","0","0","0","0","97792.03","0","1476703.71","0","1574495.74","14969.04","1559526.7","0","23837723.51","475766.95","2553.4","722158.95","199561.35","24912758.74","0","0","0","0","0","7557579.55","763097.52","122468.3","1087.3","413014","76110.33","8374268.33","87570.21","0","7940.82","0","91949.89","3803.2","0","0","0","0","0","0","8069765.1","408145.14","6676449.25","126453.34","413014","76110.33","7264907.62","117728.82","1045.22","397020.11","73162.18","7675347.06","18663.9","0","1690.58","0","19600.19","91387.53","0","0","0","0","0","0","0","0","0","0","7675347.06","73162.18","0","24623913.22","480510.31","2595.5","738152.83","202509.51","25715488.28","9.92","93.376068","65.446224","0","93.788994","6.211006","23.116956","23.058073","0.772538","21.1414","4.8872","4.8748","3602.9651","49.1411","0","0","0","0","0","0","0","0","0","0"
"1067","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT4C",,"LT4C","LT4C",,,"0.4","269","31","300","299","0","299","0","167","4","171","0","0","0","3412.43","0","0","0","0","0","109205.48","0","1003099.51","0","1112304.99","8066.8","1104238.19","0","18937672.08","258756.56","6867.55","1161163.01","254086.71","20094729.42","0","0","0","0","0","5672746.18","585272","112757.19","2469.24","455299.59","150154.64","6487040.06","106965.35","0","9694.53","0","112312.26","239.88","0","0","0","0","0","0","6084404.34","267759.65","4789932.87","205774.91","455299.59","150154.64","4993858.42","99262.23","2174.61","400815.15","132187.15","5447572.26","84277.72","0","7639.19","0","88491.03","51349.52","0","0","0","0","0","0","0","0","0","0","5447572.26","132187.15","0","19943940.28","272247.65","7162.18","1215654.45","272058.07","21162676.7","9.92","89.666667","62.081784","0","90.182056","9.817944","20.826542","20.49364","0.796135","23.8979","4.9771","4.8976","4134.9628","49.371","0","0","0","0","0","0","0","0","0","0"
"1068","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT5",,"LT5","LT5",,,"0.4","2855","370","3225","3190","17","3207","104","1620","68","1688","0","0","0","64708.48","0","0","0","0","0","261445.49","0","5234570.11","0","5496015.6","25005.14","5471010.46","0","132501023.43","2671460.28","31314.34","4496813.83","892365.79","138562287.47","0","0","0","0","0","36273711.49","4244615.88","540243.3","19943.26","3757770.11","688730.41","41753988.13","507128.81","0","45975.39","0","532486.02","190906.47","0","0","0","0","0","0","38981698.68","1512251.79","30348178.57","1338349.43","3757770.11","688730.41","35019736.5","521567.79","19255.8","3627868.89","664920.78","38217755.54","220438.3","0","19985.34","0","231457.12","521448.11","0","0","0","0","0","0","0","0","0","0","38217755.54","664920.78","0","136242551.18","2690135.78","32001.8","4626715.03","916175.41","142418325.06","9.92","88.527132","56.742557","3.642732","95.242999","4.757001","21.323207","21.194845","0.789825","32.8085","6.9958","6.9537","1925.0492","70.0978","0","0","0","0","0","0","0","0","0","0"
"1069","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT6A",,"LT6A","LT6A",,,"0.4","873","93","966","964","0","964","35","524","16","540","0","0","0","24250.69","0","0","0","0","0","615951.26","0","10199798.17","0","10815749.43","41738.42","10774014.88","0","197708387.95","3756574.16","261037.03","17740823.2","2353017.15","213746705.95","0","0","0","0","0","78954982.83","6230173.98","853382.07","72954.55","7976823.47","980257.13","88410163.35","822240.75","0","74539.92","0","863352.4","170486.06","0","0","0","0","0","0","82990138.14","886728.7","70793573.5","3905359.18","7976823.47","980257.13","76620095.66","828144.79","70793.98","7740927.7","951270.82","82707978.2","18485.93","0","1676.55","0","19410.61","421579.87","0","0","0","0","0","0","0","0","0","0","82707978.2","951270.82","0","204059948.37","3781807.57","263197.61","17976718.97","2382007.33","220283783.38","9.92","90.372671","60.02291","4.009164","94.305052","5.694948","27.378954","27.37253","0.729038","27.9367","7.6488","7.647","12389.1746","77.0867","0","0","0","0","0","0","0","0","0","0"
"1070","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT6B",,"LT6B","LT6B",,,"0.4","1511","186","1697","1661","17","1678","35","882","32","914","0","0","0","30619.01","0","0","0","0","0","351019.83","0","3231121.93","0","3582141.76","33447.23","3548694.53","0","48673203.49","1188461.75","7106.05","6809466.34","1105781.91","54727050.72","0","0","0","0","0","24716776.18","1580891.96","421110.05","6095.91","2358193","522202.3","27771453.83","392661.53","0","35600.42","0","412296.54","89663.33","0","0","0","0","0","0","25945254.66","1172746.01","22605929.32","401587.24","2358193","522202.3","21792409.23","371285.48","5373.39","2079183.9","460418.76","23773827.51","310836.73","0","28178.69","0","326378.38","431018.52","0","0","0","0","0","0","0","0","0","0","23773827.51","460418.76","0","52515216.06","1238286.32","7828.59","7088475.44","1167565.46","58834950.36","9.92","89.039481","58.371939","2.316347","90.200839","9.799161","29.2129","28.817283","0.713164","23.0305","6.7279","6.6368","2370.7093","66.9032","0","0","0","0","0","0","0","0","0","0"
"1071","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT6C",,"LT6C","LT6C",,,"0.4","437","62","499","499","0","499","0","214","16","230","0","0","0","10972.39","0","0","0","0","0","172269.65","0","2998554.41","0","3170824.06","21372.18","3149451.89","0","63106573.11","1920211.22","23773.36","3962063.91","1297953.54","68523081.42","0","0","0","0","0","22512841.96","1930868.79","425431.69","17172.38","1768916.57","437402.27","25346880.12","343769.38","0","31167.02","0","360959.21","224964.99","0","0","0","0","0","0","23924380.65","217192.24","19566085.29","798756.11","1768916.57","437402.27","21903955.43","413925.38","16709.4","1721075.22","425570.97","23701907.27","62522.52","0","5668.02","0","65648.64","403468.93","0","0","0","0","0","0","0","0","0","0","23701907.27","425570.97","0","65064479.67","1931717.53","24236.34","4009905.27","1309780.97","70530963.45","9.92","87.57515","48.970252","0","94.567039","5.432961","25.319661","25.249725","0.751369","29.6043","7.4957","7.475","7255.8903","75.3528","0","0","0","0","0","0","0","0","0","0"
"1072","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"LT7",,"LT7","LT7",,,"0.4","1310","154","1464","1429","17","1446","35","691","40","731","0","0","0","43057.74","0","0","0","0","0","89655.59","0","1814627.09","0","1904282.68","11502.44","1892780.23","0","21648077.39","598204.31","8733.49","1872448.93","684981.38","23968808","0","0","0","0","0","12187414.54","1216528.78","235577.57","6523.82","1013394.96","231093.44","13837896.8","25422.99","0","2307.89","0","26695.88","58707.72","0","0","0","0","0","0","13044278.68","656919.76","10946296.14","539129.04","1013394.96","231093.44","11989095.13","231743.43","6418.61","996910.02","227332.8","13001545.93","18389.2","0","1669.53","0","19306.15","132258.36","0","0","0","0","0","0","0","0","0","0","13001545.93","227332.8","0","22684871.74","602034.58","8838.73","1888940.86","688742.02","25022347.25","9.92","89.480874","52.748092","2.671756","95.291897","4.708103","34.44059","34.389524","0.661849","19.8535","6.8377","6.8275","1453.6509","68.8256","0","0","0","0","0","0","0","0","0","0"
"1073","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"HT2A",,"HT2A","HT2A",,,"11","67","0","67","66","0","66","0","24","4","28","0","0","0","1663.66","0","0","0","0","0","1399904.7","0","30067318.6","0","31467223.3","238440.61","31228782.69","0","439040225.99","9734682.48","297549.38","27052623.91","12438355.78","476297939.76","0","0","0","0","0","258031238.82","12330090.55","4171629.28","89944.55","22175625.66","6989630.57","287769853.79","795475.23","0","72112.78","0","835248.22","1526737.2","0","0","0","0","0","0","268499899.29","57473.51","233364333.63","7546378.89","22175625.66","6989630.57","234524203.71","3791588.32","81751.2","20155394.65","6352864.27","255830221.8","152549.53","0","13826.3","0","160175.26","1686057.53","0","0","0","0","0","0","0","0","0","0","255830221.8","6352864.27","0","472863368.17","10114723.44","305742.74","29072854.92","13075118.22","512256647.64","9.92","100","35.820896","0","95.551229","4.448771","33.503624","33.48266","0.670434","24.2814","8.1351","8.1301","469660.0493","81.9567","0","0","0","0","0","0","0","0","0","0"
"1074","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"HT2B",,"HT2B","HT2B",,,"11","101","0","101","100","0","100","0","72","0","72","0","0","0","2746.97","0","0","0","0","0","2750990.78","0","27436095.59","0","30187086.36","265202.26","29921884.1","0","404005195.46","6194399.09","126856.75","48817852.1","7842254.32","445036754.47","0","0","0","0","0","244515406.49","13344051.39","1539644.08","78180.62","19330432.9","3556656.87","267131170.72","1896579.56","0","171934.26","0","1991407.96","2221174.34","0","0","0","0","0","0","252869912.13","47673.42","198795676.2","7474354.19","19330432.9","3556656.87","239912487.91","1510661.64","76707.51","18966543.97","3489700.51","255415936.61","3476646.61","0","315177.73","0","3650479.33","3576590.41","0","0","0","0","0","0","0","0","0","0","255415936.61","3489700.51","0","413485976.94","6223381.52","128329.87","49181741.03","7909206.81","454814978.31","9.92","100","71.287129","0","90.886862","9.113138","36.377153","35.864566","0.638634","23.5918","8.582","8.4611","298882.0432","85.2933","0","0","0","0","0","0","0","0","0","0"
"1075","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"HT3A",,"HT3A","HT3",,,"11","67","0","67","66","0","66","0","48","0","48","0","0","0","955.64","0","0","0","0","0","3335077.22","0","32848688.51","0","36183765.72","282252.8","35901512.93","0","841251671.32","7264424","309474.65","36842648.79","17078130.15","886085059.8","0","0","0","0","0","285851762.77","22591539.76","3055637.16","103013.24","29997182.17","7804071.48","324850492.65","4719103.68","0","427815.35","0","4955060.41","778981.82","0","0","0","0","0","0","300444998.13","66155.48","267027432.09","12726179.9","29997182.17","7804071.48","266874000.44","2852775.58","96173.76","28005662.99","7285954.81","292511981.69","3524358.72","0","319505.89","0","3700578.59","1462333.44","0","0","0","0","0","0","0","0","0","0","292511981.69","7285954.81","0","871298314.15","7467285.58","316314.13","38834167.96","17596242.96","917954849.19","9.92","100","71.641791","0","90.782946","9.217054","24.461464","24.155867","0.758054","33.4663","8.1863","8.0841","540056.2048","81.4929","0","0","0","0","0","0","0","0","0","0"
"1076","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"HT5",,"HT5","HT5",,,"11","67","0","67","66","0","66","0","48","0","48","0","0","0","2155.01","0","0","0","0","0","1720348.08","0","15890666.59","0","17611014.67","28494.95","17582519.73","0","451126381.91","3713334.58","141349.46","7619486.43","6174961.39","465295079.32","0","0","0","0","0","130321502.39","10736713.77","726657.9","50191.33","7342167.91","3781861.74","144390481.03","1616624.93","0","146554.48","0","1697455.4","395830.21","0","0","0","0","0","0","136531446.99","35671.88","120744302.37","1344822.21","7342167.91","3781861.74","112884057.35","629426.88","43478.11","6359764.62","3275835.58","120320956.06","624586.8","0","56623.97","0","655817.1","1286944.3","0","0","0","0","0","0","0","0","0","0","120320956.06","3275835.58","0","474149184.76","3810561.74","148069.7","8601896.73","6680987.55","489466679.27","9.92","100","71.641791","0","90.231409","9.768591","19.842486","19.73492","0.802818","34.6196","6.8694","6.8321","262850.9652","68.872","0","0","0","0","0","0","0","0","0","0"
"1077","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 1",,"HT6",,"HT6 ","HT6 ",,,"11","34","0","34","34","0","34","0","24","0","24","0","0","0","913.08","0","0","0","0","0","254647.71","0","7403935.11","0","7658582.82","70229.5","7588353.32","0","106173901.66","1422294.42","62123.62","6229568.79","3428733.32","114495045.19","0","0","0","0","0","58205221.71","6234052.76","592064.25","38378.3","4158620.34","1241625.24","65537472.58","4093.37","0","371.8","0","4298.42","222415.34","0","0","0","0","0","0","61981040.11","20745.4","49741115.95","1475546.89","4158620.34","1241625.24","53266805.59","541829.58","35123.41","3805779.81","1136280.99","57063319.11","14253.28","0","1290.73","0","14969.04","367376.07","0","0","0","0","0","0","0","0","0","0","57063319.11","1136280.99","0","114873882.9","1472529.1","65378.51","6582402.3","3534081.44","123547001.9","9.92","100","70.588235","0","96.675002","3.324998","31.704433","31.696118","0.686248","23.5073","7.4529","7.4509","225252.4359","75.1099","0","0","0","0","0","0","0","0","0","0"
"1078","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT1",,"LT1","LT1",,,"0.4","60253","5215","65468","63935","657","64592","1734","38029","789","38818","0","0","0","762155.68","0","0","0","0","0","2177369.89","0","73493478.42","0","75670848.31","548375.87","75122472.44","0","1788327609.55","24361887.38","196675.68","55476007.88","11365336.29","1854760473.45","0","0","0","0","0","461592175.48","18551991.81","6662153.41","143390.79","38740477.47","6479681.29","505654548.35","4822122.68","0","437152.14","0","5063225.14","1089292.37","0","0","0","0","0","0","477728912.28","24558047.91","417881050.71","4786102.59","38740477.47","6479681.29","422855726.78","6103072.11","131360.3","35489404.83","5935909.49","454540939.33","3230146.95","0","292828.38","0","3391653.13","2451557.62","0","0","0","0","0","0","0","0","0","0","454540939.33","5935909.49","0","1839970648.1","24920972.56","208706.17","58727080.52","11909104.22","1909306092.79","9.92","92.034276","63.11553","2.877865","97.122578","2.877422","19.400512","19.256823","0.808886","31.1932","6.0516","6.0068","1255.8852","60.5524","0","0","0","0","0","0","0","0","0","0"
"1079","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT2",,"LT2","LT2",,,"0.4","3056","277","3333","3323","0","3323","104","1787","64","1851","0","0","0","98039.64","0","0","0","0","0","268103.98","0","4847274.84","0","5115374.96","29841.35","5085533.61","0","140969570.77","1409283.08","33594.18","6457614.92","1234103.96","147193107.05","0","0","0","0","0","36830703.55","3591328.82","500048.6","11974.37","2722811.46","985542.14","41658738.01","669172.78","0","60664.52","0","702631.61","289375.57","0","0","0","0","0","0","39164859.48","1417245.42","31612634.58","858353.69","2722811.46","985542.14","34343410","466276.38","11167.67","2538930.9","918984.28","37135148.74","68175.08","0","6180.09","0","71583.64","427925.74","0","0","0","0","0","0","0","0","0","0","37135148.74","918984.28","0","145722841.3","1443055.3","34400.89","6641488.47","1300661.81","152148569.83","9.92","91.689169","58.475131","3.403141","94.758935","5.24114","19.701546","19.663641","0.80565","36.9185","7.2735","7.2595","1673.8792","73.1804","0","0","0","0","0","0","0","0","0","0"
"1080","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT3A",,"LT3A","LT3A",,,"0.4","3191","339","3530","3522","0","3522","104","1811","76","1887","0","0","0","108091.22","0","0","0","0","0","451199.01","0","8201286.79","0","8652481.93","2093.11","8650388.82","0","121326233.8","2316908.08","50577.16","9918979.07","5104224.59","134245962.67","0","0","0","0","0","67489366.77","6196386.15","900614.43","26670.51","4212340.14","1818910.03","75711395.09","126205.73","0","11441.25","0","132516.01","504072.32","0","0","0","0","0","0","71554502.71","2449903.84","64078720.88","2984096.08","4212340.14","1818910.03","58554194.85","781380.58","23142.02","3654651.64","1578097.75","62942118.77","210526.01","0","19087.44","0","221049.6","1341116.81","0","0","0","0","0","0","0","0","0","0","62942118.77","1578097.75","0","134116015.65","2436145.79","54105.63","10476667.58","5345036.88","147705327.42","9.92","90.396601","56.753369","3.259166","94.785367","5.214677","30.083808","29.978525","0.703502","24.2656","7.3","7.2745","2711.5268","73.3317","0","0","0","0","0","0","0","0","0","0"
"1081","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT3B",,"LT3B","LT3B",,,"0.4","1075","154","1229","1230","0","1230","35","619","24","643","0","0","0","33741.27","0","0","0","0","0","51256.08","0","2048854.39","0","2100110.47","19789.77","2080320.7","0","54181147.12","811632.04","33082.08","4871617.87","405742.51","58103653.57","0","0","0","0","0","15750826.62","1145915.23","204861.84","13777.18","1673535.51","187196.13","17658726.78","160051.45","0","14506.74","0","168052.48","129258.34","0","0","0","0","0","0","16540912.38","739932.33","13516238.57","570103.99","1673535.51","187196.13","14886642.4","193622.49","13026.59","1581717.98","176924.02","16136748.41","212371.5","0","19255.8","0","222991.82","112321.46","0","0","0","0","0","0","0","0","0","0","16136748.41","176924.02","0","55623045.6","822871.39","33832.67","4963435.4","416014.62","59618122.27","9.92","87.469487","57.581395","3.255814","97.559363","2.440637","21.593488","21.299157","0.786909","36.0754","7.7899","7.6838","1953.5911","77.4577","0","0","0","0","0","0","0","0","0","0"
"1082","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT4A",,"LT4A","LT4A",,,"0.4","14207","1420","15627","299","7746","8045","451","1001","1518","2519","0","0","0","436949.6","0","0","0","0","0","37234364.55","0","848530.38","0","38082891.07","129389.89","37953505.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12819673.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.92","90.913163","7.045822","3.174491","2.228114","97.771896","0","0","0","0","0","0","2680.5723","0","0","0","0","0","0","0","0","0","0","0"
"1083","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT4B",,"LT4B","LT4B",,,"0.4","605","62","667","631","17","648","0","310","20","330","0","0","0","13475.61","0","0","0","0","0","194570.38","0","1751864.69","0","1946435.08","8709.05","1937726.03","0","35443933.99","388428.88","9287.67","1467017.98","282469.46","36929072.05","0","0","0","0","0","9342883.73","732946.04","89179.7","6762.32","718525.25","220329.97","10426740.21","46284.46","0","4194.88","0","48598.1","38070.64","0","0","0","0","0","0","9806382.19","591375.58","7492658.27","432976.17","718525.25","220329.97","8610933.08","82196.22","6229.19","662237.99","203070.51","9264881.48","133402.01","0","12093.62","0","140072.11","110307.84","0","0","0","0","0","0","0","0","0","0","9264881.48","203070.51","0","36505981.09","395412.37","9813.8","1523312.25","299732.79","38046708.48","9.92","90.704648","51.239669","0","90.003757","9.996243","19.860189","19.564402","0.803422","24.3295","4.8319","4.7599","3217.2481","47.9829","0","0","0","0","0","0","0","0","0","0"
"1084","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT4C",,"LT4C","LT4C",,,"0.4","369","62","431","432","0","432","0","214","8","222","0","0","0","7935.25","0","0","0","0","0","131962.75","0","1677557.3","0","1809516.18","5180.55","1804339.5","0","30466019.59","419396.1","15131.05","1051408.48","448227.64","31921885.04","0","0","0","0","0","9228540.26","524438.74","124774.21","4559.66","859664.26","244251.8","10342056.24","65192.11","0","5906.51","0","68449.78","27175.63","0","0","0","0","0","0","9621147.63","178278.16","8582372.36","93663.84","859664.26","244251.8","8669141.7","117210.38","4286.08","807557.87","229449.13","9463560.7","49646.59","0","4503.55","0","52126.6","56291.72","0","0","0","0","0","0","0","0","0","0","9463560.7","229449.13","0","31368378.92","426959.93","15411.65","1103514.87","463034.18","32875508.19","9.92","85.614849","57.99458","0","92.707505","7.292709","22.514908","22.391572","0.777862","23.3565","5.2587","5.2299","4903.8379","52.7208","0","0","0","0","0","0","0","0","0","0"
"1085","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT5",,"LT5","LT5",,,"0.4","4534","402","4936","4885","17","4902","69","2406","135","2541","0","0","0","138694.75","0","0","0","0","0","900432.58","0","8486839.81","0","9387272.4","77205.25","9310067.15","0","155905271.67","2935347.08","66241.33","10330442.77","2884203.2","167458995.73","0","0","0","0","0","61955996.29","2844867.64","907922.91","33320.6","6387438.25","1486701.13","69344799.86","448289.55","0","40637.09","0","470702.48","274394.93","0","0","0","0","0","0","64316805.54","3766339.44","56211844.44","1813563.12","6387438.25","1486701.13","55389897.74","811701.68","29785.11","5710497.1","1329141.29","60696724.69","683139.75","0","61927.2","0","717298.87","924788.01","0","0","0","0","0","0","0","0","0","0","60696724.69","1329141.29","0","164149035.85","3031568.31","69769.81","11007383.92","3041763.04","176331850.19","9.92","91.855754","53.065726","1.521835","90.407942","9.592058","25.93456","25.631652","0.744633","25.226","6.5423","6.4659","2070.4174","65.1804","0","0","0","0","0","0","0","0","0","0"
"1086","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT6A",,"LT6A","LT6A",,,"0.4","1847","154","2001","1994","0","1994","35","1144","28","1172","0","0","0","44620.8","0","0","0","0","0","717383.99","0","19255391.71","0","19972775.69","178181.44","19794594.26","0","582966790.72","2702268.87","82270.29","35701906.03","2601586.72","608007004.86","0","0","0","0","0","145801265.27","9705245.36","806258.04","61099.45","14371641.35","1872773.8","161397023.67","1199364.5","0","108730.35","0","1259329.63","140540.25","0","0","0","0","0","0","151564038.46","664247.58","122264485.54","2479466.62","14371641.35","1872773.8","125685639.55","695021.35","52667.58","12388841.64","1614392.53","134857031.3","847006.01","0","76784.67","0","889355.73","888527.04","0","0","0","0","0","0","0","0","0","0","134857031.3","1614392.53","0","607998183.61","2813505.55","90695.14","37684705.74","2859964.12","634506253.13","9.92","92.303848","61.938278","1.894965","96.408191","3.591809","17.643056","17.527466","0.824672","38.5226","6.7966","6.752","10813.6306","68.0645","0","0","0","0","0","0","0","0","0","0"
"1087","BESCOM","BRAZ","RAMANAGARA","MAGADI","MAGADI RURAL","Magadi Rural Section 2",,"LT6B",,"LT6B","LT6B",,,"0.4","3627","309","3936","3888","17","3905","69","2025","92","2117","0","0","0","119377","0","0","0","0","0","849563.4","0","8925209.33","0","9774772.73","60595.77","9714176.95","0","117882353.47","4892278.67","266052.66","11156218.24","1239377.37","130313834.1","0","0","0","0","0","67445929.87","3323541.27","903268.54","66977.89","6792469.33","1121876.82","74951680.73","1047538.47","0","94967.19","0","1099916.56","564598.45","0","0","0","0","0","0","70046545.48","3351377.18","63438604.04","680756.47","6792469.33","1121876.82","66505488.29","890675.05","66044.92","6697761.69","1106234.58","72232899.11","831800.97","0","75409.76","0","873392.37","633327.76","0","0","0","0","0","0","0","0","0","0","72232899.11","1106234.58","0","120591609.69","4904876.03","266985.63","11250925.88","1255019.6","133104083.29","9.92","92.14939","55.831266","1.902399","91.308612","8.691388","35.615477","35.189983","0.648448","20.9995","7.4791","7.3897","2695.0021","74.4929","0","0","0","0","0","0","0","0","0","0"
